datetime,temperature_c,humidity_percent,windspeed_kmh
2024-01-04 21:00:00,10.13,72.55,14.46
2024-01-04 22:00:00,12.33,82.12,8.55
2024-01-04 23:00:00,15.9,65.07,7.08
2024-01-05 00:00:00,13.91,76.94,11.68
2024-01-05 01:00:00,16.25,65.21,7.12
2024-01-05 02:00:00,19.11,72.4,9.65
2024-01-05 03:00:00,17.58,63.0,11.26
2024-01-05 04:00:00,17.4,63.72,14.45
2024-01-05 05:00:00,23.49,62.43,8.78
2024-01-05 06:00:00,20.5,63.94,17.32
2024-01-05 07:00:00,21.8,70.39,13.42
2024-01-05 08:00:00,22.99,65.74,9.7
2024-01-05 09:00:00,18.02,61.2,12.81
2024-01-05 10:00:00,18.57,73.62,12.27
2024-01-05 11:00:00,14.49,75.8,16.15
2024-01-05 12:00:00,14.31,68.38,9.38
2024-01-05 13:00:00,15.95,71.22,8.03
2024-01-05 14:00:00,14.61,74.82,11.96
2024-01-05 15:00:00,13.07,78.15,9.74
2024-01-05 16:00:00,8.32,77.0,11.05
2024-01-05 17:00:00,9.34,82.69,8.33
2024-01-05 18:00:00,13.14,71.34,7.38
2024-01-05 19:00:00,11.85,76.84,12.77
2024-01-05 20:00:00,9.78,74.78,9.46
2024-01-05 21:00:00,14.02,71.87,10.51
2024-01-05 22:00:00,18.57,64.73,11.31
2024-01-05 23:00:00,15.33,68.46,10.37
2024-01-06 00:00:00,11.89,76.67,12.45
2024-01-06 01:00:00,21.47,61.72,13.3
2024-01-06 02:00:00,21.22,65.18,13.81
2024-01-06 03:00:00,24.45,65.98,10.87
2024-01-06 04:00:00,24.07,60.81,11.58
2024-01-06 05:00:00,22.9,75.22,11.38
2024-01-06 06:00:00,20.6,66.1,13.7
2024-01-06 07:00:00,22.2,55.65,15.61
2024-01-06 08:00:00,20.13,58.74,12.94
2024-01-06 09:00:00,18.82,49.67,21.02
2024-01-06 10:00:00,19.0,70.25,10.55
2024-01-06 11:00:00,18.98,69.12,8.08
2024-01-06 12:00:00,16.61,76.15,10.78
2024-01-06 13:00:00,17.06,67.05,9.55
2024-01-06 14:00:00,12.94,79.12,12.14
2024-01-06 15:00:00,12.9,71.18,14.54
2024-01-06 16:00:00,11.34,81.72,10.86
2024-01-06 17:00:00,12.35,73.57,9.21
2024-01-06 18:00:00,9.96,85.96,14.97
2024-01-06 19:00:00,13.02,70.87,6.86
2024-01-06 20:00:00,13.66,72.87,18.65
2024-01-06 21:00:00,12.74,77.56,10.96
2024-01-06 22:00:00,12.34,75.88,8.16
2024-01-06 23:00:00,11.11,84.43,8.22
2024-01-07 00:00:00,15.83,69.25,3.5
2024-01-07 01:00:00,19.44,59.33,6.85
2024-01-07 02:00:00,20.17,68.11,11.19
2024-01-07 03:00:00,21.81,65.67,11.18
2024-01-07 04:00:00,21.62,55.54,7.52
2024-01-07 05:00:00,22.89,60.5,6.98
2024-01-07 06:00:00,19.11,68.87,10.3
2024-01-07 07:00:00,20.41,61.67,11.12
2024-01-07 08:00:00,21.23,66.82,11.22
2024-01-07 09:00:00,19.44,72.6,12.39
2024-01-07 10:00:00,20.2,59.89,5.92
2024-01-07 11:00:00,15.61,69.9,7.98
2024-01-07 12:00:00,14.7,62.81,13.45
2024-01-07 13:00:00,14.19,67.06,14.95
2024-01-07 14:00:00,12.7,69.97,13.01
2024-01-07 15:00:00,9.02,70.67,8.85
2024-01-07 16:00:00,14.48,68.22,11.76
2024-01-07 17:00:00,11.53,77.3,11.65
2024-01-07 18:00:00,12.82,73.57,17.35
2024-01-07 19:00:00,11.58,73.69,12.15
2024-01-07 20:00:00,11.17,71.08,16.08
2024-01-07 21:00:00,11.84,68.31,9.04
2024-01-07 22:00:00,16.88,68.4,10.44
2024-01-07 23:00:00,15.53,67.34,7.46
2024-01-08 00:00:00,18.47,67.7,15.86
2024-01-08 01:00:00,18.5,60.27,12.43
2024-01-08 02:00:00,16.58,71.57,17.46
2024-01-08 03:00:00,17.32,57.7,5.92
2024-01-08 04:00:00,21.83,67.8,11.61
2024-01-08 05:00:00,26.26,55.48,9.99
2024-01-08 06:00:00,18.68,63.49,6.53
2024-01-08 07:00:00,24.85,58.45,5.17
2024-01-08 08:00:00,23.01,63.73,12.33
2024-01-08 09:00:00,20.54,68.5,9.26
2024-01-08 10:00:00,18.26,80.02,11.89
2024-01-08 11:00:00,17.69,66.65,13.33
2024-01-08 12:00:00,17.16,63.06,7.75
2024-01-08 13:00:00,15.16,67.49,11.1
2024-01-08 14:00:00,11.26,75.56,10.53
2024-01-08 15:00:00,11.28,75.83,7.87
2024-01-08 16:00:00,10.73,74.23,7.82
2024-01-08 17:00:00,10.41,72.33,12.4
2024-01-08 18:00:00,11.79,77.6,12.49
2024-01-08 19:00:00,11.71,82.63,10.24
2024-01-08 20:00:00,10.61,77.17,12.05
2024-01-08 21:00:00,12.23,83.97,11.76
2024-01-08 22:00:00,11.45,68.68,13.71
2024-01-08 23:00:00,16.9,66.64,10.57
2024-01-09 00:00:00,14.98,75.36,13.97
2024-01-09 01:00:00,16.64,74.3,9.77
2024-01-09 02:00:00,21.12,67.01,9.38
2024-01-09 03:00:00,17.13,66.97,11.75
2024-01-09 04:00:00,20.29,59.99,15.36
2024-01-09 05:00:00,22.45,61.75,15.6
2024-01-09 06:00:00,21.33,65.38,5.32
2024-01-09 07:00:00,20.77,65.57,11.83
2024-01-09 08:00:00,20.93,68.22,10.73
2024-01-09 09:00:00,18.36,59.01,17.44
2024-01-09 10:00:00,21.57,48.4,14.65
2024-01-09 11:00:00,16.86,63.58,11.64
2024-01-09 12:00:00,19.79,62.72,8.65
2024-01-09 13:00:00,16.15,70.08,5.64
2024-01-09 14:00:00,13.39,76.57,14.62
2024-01-09 15:00:00,11.13,71.17,12.47
2024-01-09 16:00:00,10.09,72.04,8.86
2024-01-09 17:00:00,9.33,66.68,14.09
2024-01-09 18:00:00,9.2,74.42,12.89
2024-01-09 19:00:00,7.29,77.87,6.87
2024-01-09 20:00:00,8.66,80.64,15.26
2024-01-09 21:00:00,10.03,75.11,8.03
2024-01-09 22:00:00,12.8,75.05,8.71
2024-01-09 23:00:00,13.67,76.63,14.04
2024-01-10 00:00:00,17.58,60.46,7.68
2024-01-10 01:00:00,16.79,63.98,7.92
2024-01-10 02:00:00,22.63,71.21,12.49
2024-01-10 03:00:00,21.69,67.85,15.27
2024-01-10 04:00:00,19.7,56.32,14.56
2024-01-10 05:00:00,23.04,55.75,12.7
2024-01-10 06:00:00,24.37,61.44,13.83
2024-01-10 07:00:00,18.76,67.93,12.24
2024-01-10 08:00:00,22.02,63.72,10.79
2024-01-10 09:00:00,22.7,60.61,10.15
2024-01-10 10:00:00,19.43,74.45,4.84
2024-01-10 11:00:00,21.37,62.47,10.89
2024-01-10 12:00:00,15.58,74.52,12.44
2024-01-10 13:00:00,13.93,69.94,5.1
2024-01-10 14:00:00,12.18,72.81,12.19
2024-01-10 15:00:00,12.09,68.09,11.51
2024-01-10 16:00:00,11.96,70.67,12.47
2024-01-10 17:00:00,13.25,74.71,6.47
2024-01-10 18:00:00,12.77,72.1,9.34
2024-01-10 19:00:00,12.77,73.06,15.38
2024-01-10 20:00:00,12.12,76.69,19.33
2024-01-10 21:00:00,15.31,72.73,11.57
2024-01-10 22:00:00,12.41,80.95,10.12
2024-01-10 23:00:00,16.75,64.95,14.95
2024-01-11 00:00:00,18.82,66.9,10.64
2024-01-11 01:00:00,16.79,65.89,12.96
2024-01-11 02:00:00,20.81,61.74,8.91
2024-01-11 03:00:00,22.71,63.24,13.89
2024-01-11 04:00:00,19.1,74.65,13.14
2024-01-11 05:00:00,19.36,69.32,10.1
2024-01-11 06:00:00,21.18,49.26,14.17
2024-01-11 07:00:00,21.96,59.74,12.48
2024-01-11 08:00:00,20.53,78.11,11.85
2024-01-11 09:00:00,20.83,71.04,6.97
2024-01-11 10:00:00,18.95,60.61,13.22
2024-01-11 11:00:00,20.75,66.19,7.58
2024-01-11 12:00:00,14.27,76.58,15.54
2024-01-11 13:00:00,14.7,60.18,13.39
2024-01-11 14:00:00,15.01,67.49,13.5
2024-01-11 15:00:00,14.48,76.63,13.97
2024-01-11 16:00:00,12.35,75.25,8.29
2024-01-11 17:00:00,14.26,68.86,10.14
2024-01-11 18:00:00,11.89,73.04,12.15
2024-01-11 19:00:00,12.04,67.58,11.47
2024-01-11 20:00:00,10.37,73.49,5.3
2024-01-11 21:00:00,11.11,81.68,16.35
2024-01-11 22:00:00,13.17,72.01,7.93
2024-01-11 23:00:00,16.41,71.95,10.1
2024-01-12 00:00:00,17.72,71.45,10.14
2024-01-12 01:00:00,21.22,55.91,10.36
2024-01-12 02:00:00,19.79,52.04,11.94
2024-01-12 03:00:00,24.68,63.03,9.73
2024-01-12 04:00:00,18.02,64.07,10.55
2024-01-12 05:00:00,24.74,64.63,9.21
2024-01-12 06:00:00,20.01,63.92,8.52
2024-01-12 07:00:00,19.26,65.12,10.11
2024-01-12 08:00:00,23.74,65.5,15.06
2024-01-12 09:00:00,18.83,64.97,11.13
2024-01-12 10:00:00,17.37,68.45,9.27
2024-01-12 11:00:00,16.1,70.11,7.33
2024-01-12 12:00:00,19.31,66.93,9.52
2024-01-12 13:00:00,15.65,77.63,14.06
2024-01-12 14:00:00,15.06,59.6,8.56
2024-01-12 15:00:00,18.37,66.72,5.99
2024-01-12 16:00:00,15.05,78.98,8.03
2024-01-12 17:00:00,13.8,75.9,12.89
2024-01-12 18:00:00,11.79,79.96,9.11
2024-01-12 19:00:00,9.87,68.33,13.85
2024-01-12 20:00:00,14.5,61.1,14.36
2024-01-12 21:00:00,14.21,68.72,16.47
2024-01-12 22:00:00,16.57,65.73,10.69
2024-01-12 23:00:00,17.88,58.96,12.74
2024-01-13 00:00:00,18.05,64.83,14.78
2024-01-13 01:00:00,19.35,60.1,12.83
2024-01-13 02:00:00,15.8,62.66,9.32
2024-01-13 03:00:00,21.3,68.5,12.89
2024-01-13 04:00:00,22.3,57.12,10.95
2024-01-13 05:00:00,21.62,65.11,11.56
2024-01-13 06:00:00,22.57,67.34,18.0
2024-01-13 07:00:00,24.25,53.2,8.66
2024-01-13 08:00:00,20.23,57.07,12.33
2024-01-13 09:00:00,22.83,58.89,9.03
2024-01-13 10:00:00,17.67,64.07,9.04
2024-01-13 11:00:00,20.34,67.51,5.62
2024-01-13 12:00:00,13.6,69.27,13.92
2024-01-13 13:00:00,15.81,65.98,13.74
2024-01-13 14:00:00,18.91,74.71,10.41
2024-01-13 15:00:00,13.09,80.87,7.0
2024-01-13 16:00:00,12.67,70.91,13.31
2024-01-13 17:00:00,11.5,73.05,14.11
2024-01-13 18:00:00,15.41,76.54,8.67
2024-01-13 19:00:00,12.34,74.55,12.94
2024-01-13 20:00:00,10.64,70.35,7.89
2024-01-13 21:00:00,13.39,65.32,10.44
2024-01-13 22:00:00,11.9,78.07,8.49
2024-01-13 23:00:00,14.61,66.84,11.75
2024-01-14 00:00:00,20.67,60.58,10.61
2024-01-14 01:00:00,17.53,63.78,13.57
2024-01-14 02:00:00,19.31,60.19,13.68
2024-01-14 03:00:00,22.31,67.31,10.53
2024-01-14 04:00:00,22.33,59.87,17.93
2024-01-14 05:00:00,20.96,62.8,16.5
2024-01-14 06:00:00,20.34,65.71,11.09
2024-01-14 07:00:00,24.43,62.19,15.65
2024-01-14 08:00:00,23.99,64.39,11.15
2024-01-14 09:00:00,19.26,69.33,12.04
2024-01-14 10:00:00,17.29,63.15,10.9
2024-01-14 11:00:00,16.75,71.63,7.34
2024-01-14 12:00:00,18.0,71.53,18.8
2024-01-14 13:00:00,15.11,80.59,7.55
2024-01-14 14:00:00,15.06,77.36,14.0
2024-01-14 15:00:00,12.39,78.17,8.0
2024-01-14 16:00:00,15.06,69.44,14.87
2024-01-14 17:00:00,12.97,67.62,12.7
2024-01-14 18:00:00,16.29,65.09,13.64
2024-01-14 19:00:00,12.54,76.72,7.91
2024-01-14 20:00:00,11.04,73.04,10.3
2024-01-14 21:00:00,13.33,71.76,11.81
2024-01-14 22:00:00,14.72,65.25,12.83
2024-01-14 23:00:00,19.29,61.05,7.92
2024-01-15 00:00:00,17.92,72.94,11.58
2024-01-15 01:00:00,21.48,66.02,13.89
2024-01-15 02:00:00,18.3,66.78,5.48
2024-01-15 03:00:00,19.26,68.17,13.96
2024-01-15 04:00:00,17.17,70.16,9.91
2024-01-15 05:00:00,21.83,66.06,12.78
2024-01-15 06:00:00,22.46,62.94,12.9
2024-01-15 07:00:00,24.56,60.51,10.01
2024-01-15 08:00:00,21.48,62.53,14.04
2024-01-15 09:00:00,19.16,61.18,9.72
2024-01-15 10:00:00,20.2,61.33,15.91
2024-01-15 11:00:00,16.88,65.23,14.34
2024-01-15 12:00:00,16.76,71.1,13.14
2024-01-15 13:00:00,15.38,69.68,14.8
2024-01-15 14:00:00,15.82,71.28,13.67
2024-01-15 15:00:00,14.39,65.94,4.67
2024-01-15 16:00:00,15.53,82.57,13.43
2024-01-15 17:00:00,13.92,78.34,6.06
2024-01-15 18:00:00,9.23,74.0,9.47
2024-01-15 19:00:00,11.57,78.85,12.61
2024-01-15 20:00:00,16.26,68.41,15.28
2024-01-15 21:00:00,14.32,71.36,14.57
2024-01-15 22:00:00,16.85,62.0,17.82
2024-01-15 23:00:00,16.78,62.36,9.79
2024-01-16 00:00:00,15.72,67.86,12.98
2024-01-16 01:00:00,18.36,63.41,15.08
2024-01-16 02:00:00,22.71,60.88,9.54
2024-01-16 03:00:00,21.52,69.63,12.4
2024-01-16 04:00:00,19.16,68.49,13.78
2024-01-16 05:00:00,21.32,63.19,8.44
2024-01-16 06:00:00,21.43,67.48,10.01
2024-01-16 07:00:00,25.44,66.21,15.41
2024-01-16 08:00:00,21.64,59.08,13.13
2024-01-16 09:00:00,18.62,66.08,12.55
2024-01-16 10:00:00,19.99,71.25,16.29
2024-01-16 11:00:00,19.89,61.76,11.78
2024-01-16 12:00:00,18.95,67.79,3.94
2024-01-16 13:00:00,17.08,72.47,14.58
2024-01-16 14:00:00,17.07,70.05,9.02
2024-01-16 15:00:00,12.95,72.31,13.16
2024-01-16 16:00:00,11.12,75.53,14.95
2024-01-16 17:00:00,14.27,72.09,17.52
2024-01-16 18:00:00,13.76,79.56,7.43
2024-01-16 19:00:00,14.59,67.74,13.24
2024-01-16 20:00:00,14.8,72.12,8.9
2024-01-16 21:00:00,12.05,66.66,14.02
2024-01-16 22:00:00,14.77,71.6,14.72
2024-01-16 23:00:00,13.06,77.75,12.73
2024-01-17 00:00:00,16.92,65.43,6.96
2024-01-17 01:00:00,16.99,63.08,19.6
2024-01-17 02:00:00,18.37,69.32,6.61
2024-01-17 03:00:00,17.65,70.38,14.65
2024-01-17 04:00:00,21.64,57.75,10.73
2024-01-17 05:00:00,23.64,58.23,13.99
2024-01-17 06:00:00,23.98,63.64,9.1
2024-01-17 07:00:00,22.42,60.02,10.76
2024-01-17 08:00:00,24.18,55.52,9.79
2024-01-17 09:00:00,23.45,62.96,9.86
2024-01-17 10:00:00,24.95,56.38,8.36
2024-01-17 11:00:00,18.65,66.12,11.32
2024-01-17 12:00:00,21.36,70.3,11.72
2024-01-17 13:00:00,15.47,79.03,14.07
2024-01-17 14:00:00,11.34,83.4,15.9
2024-01-17 15:00:00,13.67,77.6,14.69
2024-01-17 16:00:00,13.89,76.3,16.53
2024-01-17 17:00:00,12.73,73.64,15.75
2024-01-17 18:00:00,11.5,80.06,6.21
2024-01-17 19:00:00,12.5,71.93,17.98
2024-01-17 20:00:00,10.6,74.42,14.65
2024-01-17 21:00:00,15.54,71.22,11.57
2024-01-17 22:00:00,16.62,76.98,15.21
2024-01-17 23:00:00,18.78,66.74,11.91
2024-01-18 00:00:00,19.14,65.21,13.1
2024-01-18 01:00:00,20.83,58.87,17.31
2024-01-18 02:00:00,20.9,71.38,13.02
2024-01-18 03:00:00,23.86,51.91,10.87
2024-01-18 04:00:00,23.1,56.23,17.7
2024-01-18 05:00:00,23.76,64.99,15.32
2024-01-18 06:00:00,23.16,67.42,13.21
2024-01-18 07:00:00,22.63,53.11,6.06
2024-01-18 08:00:00,23.59,62.68,12.14
2024-01-18 09:00:00,23.56,60.15,12.51
2024-01-18 10:00:00,21.47,60.84,13.46
2024-01-18 11:00:00,18.13,54.77,11.61
2024-01-18 12:00:00,17.48,78.47,9.92
2024-01-18 13:00:00,16.25,76.26,17.98
2024-01-18 14:00:00,13.79,69.65,11.51
2024-01-18 15:00:00,14.2,66.43,18.22
2024-01-18 16:00:00,11.72,71.83,14.82
2024-01-18 17:00:00,16.06,69.14,11.49
2024-01-18 18:00:00,15.48,65.45,8.96
2024-01-18 19:00:00,14.36,64.3,12.37
2024-01-18 20:00:00,11.47,72.43,14.09
2024-01-18 21:00:00,12.19,79.65,9.91
2024-01-18 22:00:00,15.67,63.98,13.12
2024-01-18 23:00:00,15.32,62.16,14.83
2024-01-19 00:00:00,16.37,67.76,10.78
2024-01-19 01:00:00,19.89,72.46,12.72
2024-01-19 02:00:00,17.13,63.9,16.04
2024-01-19 03:00:00,23.0,64.6,11.41
2024-01-19 04:00:00,23.25,56.68,13.69
2024-01-19 05:00:00,21.6,66.36,11.39
2024-01-19 06:00:00,21.83,69.31,14.93
2024-01-19 07:00:00,25.42,67.24,13.1
2024-01-19 08:00:00,26.48,56.03,13.07
2024-01-19 09:00:00,20.48,67.92,7.44
2024-01-19 10:00:00,20.11,70.32,12.15
2024-01-19 11:00:00,20.93,59.3,16.33
2024-01-19 12:00:00,18.52,60.78,13.79
2024-01-19 13:00:00,16.25,74.9,17.99
2024-01-19 14:00:00,12.44,73.92,6.92
2024-01-19 15:00:00,13.51,74.62,22.85
2024-01-19 16:00:00,12.33,75.61,17.34
2024-01-19 17:00:00,12.04,69.19,11.34
2024-01-19 18:00:00,11.65,64.51,13.91
2024-01-19 19:00:00,15.56,76.92,12.14
2024-01-19 20:00:00,13.13,74.55,11.27
2024-01-19 21:00:00,12.67,68.2,13.11
2024-01-19 22:00:00,16.78,66.5,11.27
2024-01-19 23:00:00,15.63,65.89,10.86
2024-01-20 00:00:00,17.43,64.01,7.98
2024-01-20 01:00:00,15.08,64.06,17.59
2024-01-20 02:00:00,23.1,51.32,14.16
2024-01-20 03:00:00,21.46,61.58,15.35
2024-01-20 04:00:00,19.23,66.44,11.77
2024-01-20 05:00:00,25.38,59.27,12.44
2024-01-20 06:00:00,23.76,64.09,19.96
2024-01-20 07:00:00,26.73,48.15,11.57
2024-01-20 08:00:00,21.37,66.3,12.55
2024-01-20 09:00:00,21.58,62.43,8.94
2024-01-20 10:00:00,19.12,68.64,7.78
2024-01-20 11:00:00,16.23,76.69,15.69
2024-01-20 12:00:00,18.43,67.02,13.14
2024-01-20 13:00:00,16.45,60.3,11.03
2024-01-20 14:00:00,18.89,68.09,16.13
2024-01-20 15:00:00,14.94,63.6,15.04
2024-01-20 16:00:00,14.86,78.02,12.12
2024-01-20 17:00:00,12.25,72.95,9.56
2024-01-20 18:00:00,13.58,67.38,11.15
2024-01-20 19:00:00,13.37,81.97,18.11
2024-01-20 20:00:00,11.4,73.6,10.93
2024-01-20 21:00:00,18.43,68.91,16.32
2024-01-20 22:00:00,19.83,66.12,12.15
2024-01-20 23:00:00,14.34,76.01,15.04
2024-01-21 00:00:00,16.22,72.11,14.62
2024-01-21 01:00:00,19.46,66.6,13.08
2024-01-21 02:00:00,20.26,68.1,11.86
2024-01-21 03:00:00,19.35,61.67,11.66
2024-01-21 04:00:00,23.31,49.21,15.47
2024-01-21 05:00:00,24.47,68.67,8.2
2024-01-21 06:00:00,24.3,51.1,8.79
2024-01-21 07:00:00,25.23,59.44,15.17
2024-01-21 08:00:00,23.75,59.47,10.03
2024-01-21 09:00:00,23.68,66.81,9.42
2024-01-21 10:00:00,21.17,61.67,12.46
2024-01-21 11:00:00,21.12,70.44,7.97
2024-01-21 12:00:00,18.84,64.35,13.06
2024-01-21 13:00:00,14.09,80.01,16.9
2024-01-21 14:00:00,17.58,69.02,12.45
2024-01-21 15:00:00,15.38,72.9,16.87
2024-01-21 16:00:00,16.39,69.36,11.76
2024-01-21 17:00:00,11.98,85.18,13.35
2024-01-21 18:00:00,14.61,69.55,9.12
2024-01-21 19:00:00,16.11,71.84,17.16
2024-01-21 20:00:00,11.56,75.08,13.38
2024-01-21 21:00:00,13.4,72.5,10.46
2024-01-21 22:00:00,15.6,65.99,15.52
2024-01-21 23:00:00,18.31,65.1,22.12
2024-01-22 00:00:00,18.84,68.26,13.31
2024-01-22 01:00:00,21.67,56.66,11.14
2024-01-22 02:00:00,22.42,68.04,9.67
2024-01-22 03:00:00,22.41,68.42,9.14
2024-01-22 04:00:00,18.91,64.44,5.75
2024-01-22 05:00:00,24.46,67.65,13.45
2024-01-22 06:00:00,25.08,62.93,13.09
2024-01-22 07:00:00,22.31,69.03,16.19
2024-01-22 08:00:00,22.51,68.88,14.05
2024-01-22 09:00:00,24.84,73.25,7.18
2024-01-22 10:00:00,21.51,66.66,11.45
2024-01-22 11:00:00,22.68,63.53,10.77
2024-01-22 12:00:00,15.32,73.19,12.94
2024-01-22 13:00:00,21.62,64.21,14.29
2024-01-22 14:00:00,15.23,74.73,11.25
2024-01-22 15:00:00,11.86,79.71,15.04
2024-01-22 16:00:00,14.97,67.77,14.82
2024-01-22 17:00:00,16.19,69.3,10.4
2024-01-22 18:00:00,12.0,76.77,9.79
2024-01-22 19:00:00,13.52,71.4,6.96
2024-01-22 20:00:00,16.47,65.67,17.48
2024-01-22 21:00:00,14.42,68.73,17.86
2024-01-22 22:00:00,17.12,70.89,9.68
2024-01-22 23:00:00,16.8,70.8,12.97
2024-01-23 00:00:00,20.14,65.87,15.91
2024-01-23 01:00:00,19.95,64.19,9.09
2024-01-23 02:00:00,19.51,66.7,15.29
2024-01-23 03:00:00,21.69,64.44,8.47
2024-01-23 04:00:00,25.98,55.31,15.35
2024-01-23 05:00:00,22.89,57.92,16.67
2024-01-23 06:00:00,24.34,70.1,12.61
2024-01-23 07:00:00,24.56,59.43,19.32
2024-01-23 08:00:00,19.91,70.03,11.39
2024-01-23 09:00:00,20.73,63.75,12.07
2024-01-23 10:00:00,19.43,70.31,12.66
2024-01-23 11:00:00,18.99,70.17,15.33
2024-01-23 12:00:00,20.04,56.47,14.49
2024-01-23 13:00:00,17.03,72.29,11.23
2024-01-23 14:00:00,15.98,64.34,10.65
2024-01-23 15:00:00,12.64,67.6,11.84
2024-01-23 16:00:00,11.78,67.89,15.95
2024-01-23 17:00:00,12.94,77.63,13.09
2024-01-23 18:00:00,14.38,72.37,16.44
2024-01-23 19:00:00,18.74,71.77,9.66
2024-01-23 20:00:00,11.23,78.23,12.71
2024-01-23 21:00:00,14.48,63.68,19.11
2024-01-23 22:00:00,15.45,83.83,16.49
2024-01-23 23:00:00,17.21,72.78,15.08
2024-01-24 00:00:00,19.41,62.43,15.48
2024-01-24 01:00:00,20.63,57.93,17.18
2024-01-24 02:00:00,18.27,73.27,13.52
2024-01-24 03:00:00,23.9,64.48,17.93
2024-01-24 04:00:00,21.82,60.35,14.2
